COUNTRY,INDUSTRY,CN1_26,CN1_27,CN2_26,CN2_27,USA_26,USA_27,CHN_26,CHN_27
JPN,05T06,0.006923051,0.007326376,0.005679626,0.001614043,0.000245081,0.001316372,0.012602677,0.008940419
JPN,07T08,0.103896767,0.263810173,0.085236233,0.058118918,0.007723683,0.015168522,0.189133,0.321929091
JPN,10T12,2.493911892,3.513228303,2.04598912,0.773984667,0.226382272,0.309917173,4.539901012,4.28721297
JPN,13T15,4.952436253,7.636888681,4.062946539,1.682451078,0.198941365,0.460933253,9.015382792,9.319339759
JPN,17T18,25.64326394,38.36165895,21.0375672,8.451297008,0.821392292,1.454638513,46.68083114,46.81295596
JPN,20T21,223.3394925,333.336727,183.2262692,73.43602337,26.89314014,22.23145003,406.5657617,406.7727504
JPN,31T33,36.97974485,27.88396259,30.33794251,6.142999444,2.37884875,1.186457164,67.31768736,34.02696203
JPN,35T39,0,0,0,0,0,0,0,0
JPN,41T43,0.754218305,4.213575128,0.618755799,0.928275154,0.153176004,0.386348937,1.372974104,5.141850282
JPN,45T47,1238.569586,884.0054254,1016.114445,194.7515465,80.19797124,98.64272375,2254.684031,1078.756972
JPN,49T53,162.8292941,141.6372758,133.5840954,31.20351722,11.51386165,13.08539393,296.4133895,172.840793
JPN,55T56,0.061775202,0.056772779,0.050679975,0.012507374,0.00212596,0.007337448,0.112455177,0.069280153
JPN,58T60,2.529315756,1.817809207,2.07503422,0.400473961,0.051013998,0.030133034,4.604349976,2.218283168
JPN,62T63,3.944427769,2.655408726,3.235982925,0.585002016,1.687165233,0.57319071,7.180410694,3.240410742
JPN,64T66,3.056451438,3.547213116,2.50749291,0.78147172,0.469979009,0.391313412,5.563944348,4.328684836
JPN,69T82,30.66997757,19.43312567,25.16145041,4.281230826,40.21522653,18.37961643,55.83142798,23.7143565
JPN,86T88,4.783650216,3.41161897,3.92447557,0.751599539,0.309852821,0.381311224,8.708125786,4.163218509
JPN,90T96,2.830179463,2.104990525,2.321860851,0.463741679,0.703535964,0.472496338,5.152040314,2.568732204
JPN,97T98,0,0,0,0,0,0,0,0
KAZ,9,0.000816781,0.000951508,0.000670082,0.000209623,0.000106797,9.01E-05,0.001486863,0.001161131
KAZ,16,0.000314806,0.001113343,0.000258264,0.000245276,1.44E-05,3.82E-05,0.00057307,0.001358619
KAZ,19,0.251417148,0.574710103,0.206260996,0.126611985,0.077052858,0.633228176,0.457678144,0.701322088
KAZ,22,0.002810155,0.010613429,0.002305433,0.0023382,0.000188685,0.000453507,0.005115588,0.012951629
KAZ,23,0.011001234,0.054685741,0.009025341,0.012047587,0.001001616,0.002593306,0.020026575,0.066733328
KAZ,24,39.82847563,231.0224791,32.67502275,50.89559837,4.156266174,10.96716279,72.50349838,281.9180775
KAZ,25,0.001942565,0.004930634,0.001593667,0.001086247,0.000573242,0.000877802,0.003536232,0.006016881
KAZ,26,0.002302839,0.006614049,0.001889234,0.001457114,0.039088042,0.005112945,0.004192073,0.008071163
KAZ,27,0.001410566,0.005569019,0.001157219,0.001226887,0.000387125,0.00139549,0.002567785,0.006795906
KAZ,28,0.001278481,0.004129978,0.001048858,0.000909858,0.000189496,0.001049234,0.002327339,0.005039836
KAZ,29,6.27E-07,4.39E-07,5.15E-07,9.67E-08,4.60E-06,4.01E-06,0.000001142,5.36E-07
KAZ,30,1.17E-05,6.35E-05,9.62E-06,1.40E-05,2.17E-05,6.50E-06,0.00002132,0.0000775
KAZ,61,0.095454965,0.073729172,0.078310634,0.016242966,0.000278462,9.67E-05,0.173765599,0.089972138
KAZ,68,0.008612853,0.019660758,0.007065929,0.00433138,0.001128913,0.000806698,0.015678782,0.023992138
KAZ,84,9.28E-05,6.13E-05,7.61E-05,1.35E-05,6.10E-06,1.81E-06,0.0001689,0.0000748
KAZ,85,0.000651917,0.000910926,0.000534828,0.000200682,6.60E-05,5.14E-05,0.001186745,0.001111608
KAZ,01T03,0.022356606,0.07799385,0.018341214,0.0171825,0.000111892,0.000261307,0.04069782,0.09517635
KAZ,05T06,0.324551598,1.421155323,0.266260023,0.313088799,1.84E-05,1.68E-05,0.590811621,1.734244122
KAZ,07T08,0.248058949,1.563499813,0.203505951,0.34444812,0.076322094,0.252554042,0.4515649,1.907947933
KAZ,10T12,0.009727709,0.039321026,0.007980549,0.008662651,0.000903563,0.001995895,0.017708258,0.047983677
KAZ,13T15,0.05526848,0.062314923,0.045341902,0.013728341,0.000135547,0.000349832,0.100610382,0.076043264
KAZ,17T18,0.003873775,0.005975381,0.00317802,0.001316411,3.16E-06,3.20E-06,0.007051795,0.007291792
KAZ,20T21,5.212733894,9.419780106,4.276493033,2.075232448,0.092392707,0.075379503,9.489226927,11.49501255
KAZ,31T33,0.050951282,0.086428833,0.041800101,0.019040776,0.000490038,0.000920245,0.092751383,0.105469609
KAZ,35T39,0.134319377,0.179284343,0.110194744,0.039497385,4.55E-05,0.000102974,0.244514121,0.218781728
KAZ,41T43,0.034755438,0.108066706,0.028513136,0.023807725,0.003291556,0.005604837,0.063268574,0.131874431
KAZ,45T47,12.35402092,64.18419636,10.13515853,14.14015247,1.172728845,3.174145855,22.48917945,78.32434883
KAZ,49T53,10.756558,23.99702592,8.824610329,5.286684647,0.397734816,0.730881448,19.58116833,29.28371057
KAZ,55T56,2.62E-07,1.73E-07,2.15E-07,3.81E-08,1.72E-08,5.11E-09,0.000000477,2.11E-07
KAZ,58T60,0.002141596,0.001427779,0.001756952,0.000314548,2.22E-07,2.74E-08,0.003898548,0.001742327
KAZ,62T63,0.017694384,0.011683338,0.014516358,0.002573908,0.001163389,0.000345235,0.032210742,0.014257246
KAZ,64T66,0.0908278,0.108845545,0.074514537,0.023979308,0.010452271,0.014877237,0.165342337,0.132824853
KAZ,69T82,0.798966698,0.54413726,0.65546709,0.119876609,0.126665747,0.060190182,1.454433788,0.664013869
KAZ,86T88,0.003817372,0.013105757,0.003131747,0.002887275,0.000330617,0.000807927,0.006949119,0.015993032
KAZ,90T96,7.98E-06,1.35E-05,6.55E-06,2.98E-06,4.76E-08,3.63E-08,0.00001453,0.00001648
KAZ,97T98,0,0,0,0,0,0,0,0
KHM,9,0,9.06E-08,0,2.00E-08,0,0,0,1.11E-07
KHM,16,0.176302651,0.364928085,0.14463755,0.080395784,0.007538473,0.017644613,0.320940201,0.445323869
KHM,19,0,0,0,0,0,0,0,0
KHM,22,0.527600637,0.901967841,0.432840136,0.198708771,0.427663197,0.548082847,0.960440773,1.100676612
KHM,23,0.027573868,0.025094254,0.022621422,0.00552841,0.000549052,0.002861497,0.05019529,0.030622664
KHM,24,0,0,0,0,0.015984654,0.036083649,0,0
KHM,25,0.017516511,0.037853528,0.014370432,0.008339353,0.601105798,0.906998492,0.031886943,0.046192881
KHM,26,38.97584358,5.582311586,31.97552895,1.229815772,0.248101206,0.030572191,70.95137253,6.812127358
KHM,27,1.473277864,5.846892819,1.208667592,1.288104559,0.041206135,0.150508972,2.681945456,7.134997378
KHM,28,0.004525687,0.008457687,0.003712844,0.001863278,0.003593209,0.029990738,0.008238531,0.010320965
KHM,29,5.12E-08,2.44E-07,4.20E-08,5.38E-08,9.34E-05,8.21E-05,9.32E-08,2.98E-07
KHM,30,0.000402624,0.000150406,0.00033031,3.31E-05,0.000156045,2.62E-05,0.000732934,0.000183506
KHM,61,0.00818802,0.006396661,0.006717399,0.001409222,0.000560174,0.000219365,0.014905419,0.007805883
KHM,68,0.000160817,0.000182325,0.000131933,4.02E-05,0.00065255,7.29E-05,0.00029275,0.000222525
KHM,84,0,0,0,0,0,0,0,0
KHM,85,0,0,0,0,0,0,0,0
KHM,01T03,0.006932619,0.023986966,0.005687476,0.005284468,2.48E-07,2.30E-07,0.012620095,0.029271434
KHM,05T06,0,0,0,0,0,0,0,0
KHM,07T08,0.000151422,0.001079421,0.000124226,0.000237803,0,0,0.000275648,0.001317224
KHM,10T12,0.011721911,0.017297704,0.009616579,0.003810785,0.000383205,0.000234582,0.02133849,0.021108489
KHM,13T15,1.187538384,0.507954225,0.974248778,0.111905276,0.11638094,0.073214385,2.161787162,0.619859501
KHM,17T18,0.000761561,0.001170533,0.00062478,0.000257875,0.001785918,0.003530925,0.001386341,0.001428408
KHM,20T21,0.373029335,0.673536472,0.306030844,0.14838401,0.004065287,0.003298891,0.679060179,0.821920482
KHM,31T33,0.052133031,0.050540812,0.0427696,0.011134435,0.049084924,0.021075989,0.094902631,0.061675247
KHM,35T39,0,0,0,0,0,0,0,0
KHM,41T43,0,0,0,0,0,0,0,0
KHM,45T47,2.692475383,0.83206747,2.208889318,0.183309312,0.088786587,0.093789631,4.901364701,1.015376782
KHM,49T53,0.80724448,0.549932804,0.662258129,0.121153401,0.105711897,0.064342463,1.469502609,0.671086205
KHM,55T56,0,0,0,0,0,0,0,0
KHM,58T60,0.003875846,0.002437834,0.003179719,0.000537069,4.13E-06,5.11E-07,0.007055565,0.002974903
KHM,62T63,0.000767137,0.000506529,0.000629354,0.000111591,0.000745136,0.000221119,0.001396491,0.00061812
KHM,64T66,0.003967687,0.00455647,0.003255065,0.001003817,0.000399102,0.000248305,0.007222752,0.005560287
KHM,69T82,0.029920809,0.022902787,0.024546838,0.005045617,0.079969064,0.033109868,0.054467647,0.027948404
KHM,86T88,0,0,0,0,0,0,0,0
KHM,90T96,3.11E-06,5.27E-06,2.55E-06,1.16E-06,1.50E-07,1.14E-07,0.00000566,0.00000643
KHM,97T98,0,0,0,0,0,0,0,0
KOR,9,0,1.04E-05,0,2.29E-06,0,0,0,0.00001269
KOR,16,2.813466195,1.561753918,2.308149395,0.344063489,0.103876553,0.114009875,5.12161559,1.905817407
KOR,19,57.24222954,106.9041196,46.96115336,23.55160049,2.805754141,5.509504987,104.2033829,130.4557201
KOR,22,165.032032,208.2762829,135.3912073,45.88447879,7.380922278,8.847008435,300.4232393,254.1607617
KOR,23,29.51086149,19.82130531,24.21051911,4.366749062,0.795215664,2.618665595,53.7213806,24.18805437
KOR,24,136.6317652,704.1929733,112.0918128,155.1378155,49.22344691,120.0015158,248.723578,859.3307888
KOR,25,51.78090807,97.18246745,42.48072069,21.40986388,31.05696912,49.40818629,94.26162876,118.5923313
KOR,26,29078.26651,4263.562137,23855.62099,939.2875834,601.092743,83.91994405,52933.8875,5202.84972
KOR,27,675.3544483,1613.399317,554.0564033,355.4412711,46.53139235,149.2904959,1229.410852,1968.840588
KOR,28,150.7253842,207.3328196,123.6541263,45.67662833,11.43199847,70.51454187,274.3795105,253.0094479
KOR,29,43.87964436,70.39519603,35.99857526,15.50847189,7.964107477,10.06982485,79.87821962,85.90366792
KOR,30,67.2331873,96.81906221,55.15767021,21.32980359,4.874584825,13.53558798,122.3908575,118.1488658
KOR,61,0.681536372,0.376585271,0.559128014,0.08296393,0.037153592,0.019698894,1.240664386,0.459549201
KOR,68,0.725658576,0.528874111,0.595325583,0.116514048,0.200854195,0.162628824,1.320984159,0.645388159
KOR,84,8.869153425,2.843001467,7.276195869,0.62632979,0.324477847,0.209489276,16.14534929,3.469331257
KOR,85,0.516196208,0.19855073,0.423484017,0.043741883,0.043892204,0.022675144,0.939680225,0.242292613
KOR,01T03,0.130085686,0.075349707,0.106721452,0.01659998,0.005145029,0.003796626,0.236807138,0.091949687
KOR,05T06,0.000301908,0.000353791,0.000247683,7.79E-05,0.000187248,2.09E-05,0.000549591,0.000431691
KOR,07T08,0.906670259,0.75052254,0.743826393,0.165344489,0.025026409,0.025194581,1.650496652,0.915867029
KOR,10T12,6.893354856,3.181488002,5.655263555,0.700900346,0.226681206,0.197622539,12.54861841,3.882388348
KOR,13T15,28.10276846,24.22621143,23.05532873,5.337175549,0.976297813,0.699103603,51.15809719,29.56338698
KOR,17T18,12.53842418,12.13331095,10.28644176,2.673039104,1.334005348,2.450240428,22.82486594,14.80635005
KOR,20T21,282.6404302,434.22307,231.8763733,95.66187263,13.83834833,11.71287019,514.5168035,529.8849426
KOR,31T33,19.68557545,10.84546026,16.14991825,2.389318094,0.968241892,0.614070594,35.8354937,13.23477835
KOR,35T39,1.63010286,3.725208878,1.3373258,0.820685223,0.15741393,0.422200789,2.96742866,4.545894101
KOR,41T43,1.384805244,0.419415049,1.136085229,0.092399579,0.103674843,0.064021953,2.520890473,0.511814628
KOR,45T47,1621.738947,487.4950048,1330.4641,107.3979903,42.90547104,32.28750486,2952.203047,594.8929951
KOR,49T53,133.102475,75.90325983,109.196406,16.72193044,5.168345035,2.637091395,242.298881,92.62519027
KOR,55T56,0.34714616,0.114805883,0.284796455,0.025292405,0.009494231,0.006775482,0.631942615,0.140098288
KOR,58T60,1.47515221,0.754601201,1.210205293,0.166243042,0.280189131,0.164893358,2.685357503,0.920844243
KOR,62T63,6.822252149,2.683530386,5.596931356,0.591197381,0.53618341,0.166818465,12.41918351,3.274727767
KOR,64T66,4.506880737,2.171872816,3.697415687,0.478476237,1.915309652,1.141160678,8.204296424,2.650349053
KOR,69T82,34.9662367,23.97078221,28.6860735,5.280903003,14.44119866,5.933934984,63.6523102,29.25168521
KOR,86T88,0.059716604,0.021794642,0.048991114,0.004801487,0.00409904,0.002017563,0.108707718,0.026596129
KOR,90T96,0.691325176,0.269377639,0.567158684,0.059345464,0.030295059,0.019865415,1.25848386,0.328723103
KOR,97T98,0,0,0,0,0,0,0,0
LTU,9,0,6.53E-08,0,1.44E-08,0,0,0,7.97E-08
LTU,16,0.184430238,0.368156722,0.15130537,0.081107071,0.009392135,0.017247571,0.335735608,0.449263793
LTU,19,0.001281662,0.00293285,0.001051467,0.000646124,0.1258959,1.035237174,0.002333129,0.003578974
LTU,22,0.065081714,0.058217767,0.053392615,0.012825713,0.027077518,0.018743992,0.118474329,0.07104348
LTU,23,0.003980669,0.003468374,0.003265715,0.000764103,0.003541383,0.011476883,0.007246384,0.004232477
LTU,24,0.011274334,0.063972374,0.00924939,0.014093487,0.001523801,0.003080533,0.020523724,0.078065861
LTU,25,0.046877259,0.062869686,0.038457798,0.013850558,0.111454565,0.157904286,0.085335057,0.076720244
LTU,26,2.958565756,0.460496223,2.427188132,0.101450001,1.20442411,0.184839697,5.385753888,0.561946224
LTU,27,0.15978377,0.372167141,0.131085568,0.08199059,0.125556734,0.360373888,0.290869338,0.454157731
LTU,28,0.22200266,0.146743432,0.18212954,0.032328433,0.079213734,0.079913551,0.4041322,0.179071865
LTU,29,0.00456756,0.004004295,0.003747196,0.00088217,0.002181649,0.001582471,0.008314756,0.004886465
LTU,30,0.004752586,0.008704235,0.00389899,0.001917594,0.001727022,0.001132693,0.008651576,0.010621829
LTU,61,0.011333216,0.006294253,0.009297697,0.001386661,0.004506208,0.003158474,0.020630913,0.007680914
LTU,68,0.067072456,0.015657645,0.055025808,0.00344947,0.032829717,0.008396531,0.122098264,0.019107115
LTU,84,0.000171962,0.000173514,0.000141076,3.82E-05,0.00048327,0.00016272,0.000313038,0.000211714
LTU,85,0.004948077,0.00361424,0.004059371,0.000796238,0.008379039,0.002806183,0.009007448,0.004410478
LTU,01T03,0.008912486,0.018876168,0.007311746,0.00415853,0.001399293,0.002134833,0.016224232,0.023034698
LTU,05T06,0.001366415,0.000699892,0.001120998,0.00015419,0.00056553,0.000389227,0.002487413,0.000854082
LTU,07T08,0.000864924,0.001990704,0.000709578,0.000438564,0.000237744,0.000221632,0.001574502,0.002429268
LTU,10T12,0.049107334,0.023442107,0.040287338,0.005164433,0.024714407,0.018402033,0.089394672,0.02860654
LTU,13T15,0.022456566,0.022592387,0.018423221,0.004977235,0.007977626,0.00553257,0.040879787,0.027569622
LTU,17T18,0.009882174,0.013933353,0.008107272,0.003069599,0.003195277,0.005415435,0.017989446,0.017002952
LTU,20T21,0.136542088,0.238681708,0.112018242,0.052582971,0.27172274,0.22001165,0.24856033,0.291264679
LTU,31T33,0.635857708,0.594558373,0.521653534,0.130984674,0.126230209,0.062755301,1.157511242,0.725543047
LTU,35T39,0.016070555,0.02726508,0.013184179,0.006006656,0.011315821,0.024626173,0.029254734,0.033271736
LTU,41T43,0.017977565,0.020969888,0.014748677,0.004619789,0.009479785,0.015320621,0.032726242,0.025589677
LTU,45T47,1.013789962,0.400213632,0.831706701,0.088169395,0.455146357,0.327505713,1.845496663,0.488383027
LTU,49T53,0.556207194,0.612100219,0.45630877,0.134849245,0.191800451,0.126833541,1.012515964,0.746949464
LTU,55T56,0.008142901,0.004893251,0.006680383,0.001078012,0.003518211,0.002743838,0.014823284,0.005971263
LTU,58T60,0.009626597,0.00660376,0.007897598,0.001454847,0.004195713,0.00223339,0.017524195,0.008058607
LTU,62T63,0.022234093,0.006033879,0.018240705,0.001329299,0.028636099,0.008588694,0.040474798,0.007363178
LTU,64T66,0.001836451,0.001857065,0.001506612,0.000409122,0.005806521,0.002846759,0.003343063,0.002266187
LTU,69T82,0.070631866,0.048083187,0.057945924,0.010593006,0.108980855,0.044605269,0.12857779,0.058676193
LTU,86T88,0.005987364,0.001456809,0.004911994,0.000320943,0.002592691,0.000512352,0.010899358,0.001777752
LTU,90T96,0.001308437,0.000715411,0.001073433,0.000157609,0.000816312,0.000561352,0.00238187,0.00087302
LTU,97T98,0,0,0,0,0,0,0,0
LUX,9,0,2.88E-07,0,6.34E-08,0,0,0,3.51E-07
LUX,16,0.000572129,0.001028489,0.000469371,0.000226582,4.01E-05,3.45E-05,0.0010415,0.001255071
LUX,19,4.72E-06,1.08E-05,3.87E-06,2.38E-06,0,0,0.00000859,0.00001318
LUX,22,0.863338627,1.475933923,0.708277403,0.325156844,0.081727035,0.104739398,1.57161603,1.801090767
LUX,23,0.163648724,0.148932412,0.13425635,0.032810678,0.008574547,0.044687999,0.297905074,0.18174309
LUX,24,2.065159176,11.59600107,1.694243176,2.554666608,1.878934705,4.687084061,3.759402352,14.15066768
LUX,25,0.518894884,1.121342172,0.425697992,0.247038215,0.834041407,1.258471139,0.944592876,1.368380387
LUX,26,2.993636027,0.428763243,2.455959555,0.094459041,0.15814148,0.019486933,5.449595582,0.523222284
LUX,27,0.184578971,0.732525401,0.151427389,0.161379614,0.01926502,0.070367152,0.33600636,0.893905015
LUX,28,0.177523165,0.33175855,0.145638852,0.073088342,0.072051838,0.601380995,0.323162017,0.404846892
LUX,29,8.17E-05,0.000389334,6.70E-05,8.58E-05,0.00031444,0.000276358,0.0001487,0.000475134
LUX,30,0.000713668,0.0002666,0.000585489,5.87E-05,4.10E-05,6.89E-06,0.001299157,0.0003253
LUX,61,0.136338791,0.106263378,0.111851459,0.023410441,0.010249084,0.004113222,0.24819025,0.129673819
LUX,68,0.002679896,0.002546505,0.002198569,0.00056101,0.001735356,0.001006458,0.004878465,0.003107515
LUX,84,0.000664616,0.000471432,0.000545246,0.000103859,0.000324237,0.000117309,0.001209862,0.000575291
LUX,85,0.00054222,0.000498423,0.000444834,0.000109805,0.000134619,0.000122774,0.000987054,0.000608228
LUX,01T03,0.001985529,0.004029339,0.001628915,0.000887687,0.000283563,0.000425915,0.003614444,0.004917026
LUX,05T06,0,0,0,0,0,0,0,0
LUX,07T08,0,0,0,0,5.22E-06,1.78E-05,0,0
LUX,10T12,0.00323918,0.003261374,0.002657402,0.0007185,0.000710903,0.001053212,0.005896582,0.003979874
LUX,13T15,0.047215061,0.07832896,0.038734929,0.017256326,0.000796605,0.001083696,0.08594999,0.095585286
LUX,17T18,0.004488988,0.006896532,0.003682737,0.001519346,5.64E-05,0.000125823,0.008171725,0.008415878
LUX,20T21,0.05318448,0.096028365,0.043632202,0.021155608,0.028715201,0.02330157,0.096816682,0.117183973
LUX,31T33,0.007836145,0.011614933,0.006428722,0.002558837,0.000217752,9.72E-05,0.014264867,0.01417377
LUX,35T39,0.000759171,0.000723141,0.000622819,0.000159312,0.000258381,0.000328902,0.00138199,0.000882453
LUX,41T43,0.009113779,0.008578073,0.007476885,0.001889799,0.010026365,0.006264186,0.016590664,0.010467872
LUX,45T47,1.565472182,1.458131694,1.284303211,0.321234909,0.444994108,0.629234282,2.849775393,1.779366603
LUX,49T53,3.257512036,2.8050905,2.672441718,0.617977783,0.173222324,0.099904828,5.929953754,3.423068283
LUX,55T56,0.002146714,0.00197032,0.00176115,0.000434073,0.000983063,0.000865672,0.003907864,0.002404393
LUX,58T60,0.049763202,0.038340802,0.040825408,0.008446702,0.021963732,0.007275663,0.09058861,0.046787504
LUX,62T63,0.603490036,0.398703074,0.495099306,0.087836611,0.50848384,0.15063106,1.098589342,0.486539685
LUX,64T66,4.369102866,5.043563818,3.584383617,1.111126499,0.265297356,0.387408319,7.953486483,6.154690317
LUX,69T82,1.482828,0.779248334,1.216502461,0.171672949,3.066916652,1.586661243,2.699330461,0.950921283
LUX,86T88,0.001141809,0.001082846,0.000936733,0.000238557,0.000184535,0.000227679,0.002078542,0.001321403
LUX,90T96,0.012632832,0.011548324,0.010363893,0.002544163,0.008104525,0.004110774,0.022996725,0.014092487
LUX,97T98,0,0,0,0,0,0,0,0
LVA,9,0,3.77E-08,0,8.31E-09,0,0,0,4.60E-08
LVA,16,0.352731991,0.727867084,0.289379035,0.16035336,0.011011081,0.024440955,0.642111026,0.888220444
LVA,19,6.42E-06,7.06E-06,5.26E-06,1.56E-06,4.81E-06,1.20E-05,0.00001168,0.00000862
LVA,22,0.00887697,0.018151747,0.007282608,0.003998936,0.001852029,0.002523826,0.016159578,0.022150683
LVA,23,0.041452383,0.047777885,0.034007266,0.010525746,0.01887626,0.094734536,0.075459649,0.058303631
LVA,24,0.079929034,0.467010326,0.065573261,0.102885096,0.005512861,0.016569131,0.145502295,0.569895422
LVA,25,0.061611299,0.166497829,0.050545509,0.036680442,0.125721664,0.191703996,0.112156808,0.203178271
LVA,26,1.080455378,0.160777919,0.886398575,0.035420313,0.799918343,0.102170751,1.966853953,0.196198232
LVA,27,0.098091152,0.387005798,0.080473344,0.085259632,0.064228552,0.233372285,0.178564496,0.47226543
LVA,28,0.015924417,0.019847706,0.013064288,0.004372565,0.02652005,0.152899731,0.028988705,0.024220271
LVA,29,8.68E-05,0.000288294,7.12E-05,6.35E-05,0.000185772,0.000503177,0.000158,0.000351794
LVA,30,0.000223524,0.000752374,0.000183378,0.000165752,0.000109448,0.000247084,0.000406902,0.000918126
LVA,61,0.004002393,0.00183969,0.003283537,0.000405294,0.00258631,0.000829982,0.00728593,0.002244984
LVA,68,0.000820511,0.000807388,0.000673142,0.000177872,0.000510856,0.000109778,0.001493653,0.00098526
LVA,84,0.000250137,0.000268425,0.000205211,5.91E-05,0.000173297,7.23E-05,0.000455348,0.000327525
LVA,85,0.004379982,0.002721079,0.003593309,0.00059947,0.001675268,0.000645681,0.007973291,0.003320549
LVA,01T03,0.017842471,0.053584754,0.014637847,0.011805034,0.001127971,0.001442414,0.032480318,0.065389788
LVA,05T06,1.40E-05,1.80E-05,1.15E-05,3.97E-06,8.19E-06,1.74E-05,0.0000255,0.00002197
LVA,07T08,0.002860755,0.009444267,0.002346945,0.002080627,0.001500617,0.002249114,0.0052077,0.011524894
LVA,10T12,0.00934182,0.027708916,0.007663968,0.006104436,0.005373271,0.00631074,0.017005788,0.033813352
LVA,13T15,0.003617441,0.005365666,0.002967725,0.001182087,0.000948597,0.001081613,0.006585166,0.006547753
LVA,17T18,0.010576463,0.009435788,0.008676861,0.002078759,0.000554965,0.000972188,0.019253324,0.011514547
LVA,20T21,0.028639904,0.050861608,0.023495991,0.011205109,0.011331153,0.00939029,0.052135895,0.062066717
LVA,31T33,0.079154696,0.0782484,0.064937998,0.017238578,0.012366228,0.009389276,0.144092694,0.095486978
LVA,35T39,0.004896681,0.005744804,0.004017205,0.001265614,0.002549432,0.002869904,0.008913886,0.007010418
LVA,41T43,0.007290764,0.015040282,0.005981296,0.003313462,0.00355329,0.008570161,0.01327206,0.018353744
LVA,45T47,0.409170436,0.572585514,0.335680768,0.126143925,0.227391977,0.194044651,0.744851204,0.698729439
LVA,49T53,0.453258703,0.506405403,0.371850496,0.111564061,0.12803009,0.076168346,0.825109199,0.617969464
LVA,55T56,0.000638313,0.00063325,0.000523668,0.000139509,0.00041564,0.000305116,0.001161981,0.000772759
LVA,58T60,0.020322877,0.014202402,0.016672756,0.003128872,0.000512488,0.000379262,0.036995633,0.017331274
LVA,62T63,0.027245986,0.009829011,0.02235243,0.002165388,0.05379804,0.014995536,0.049598416,0.011994399
LVA,64T66,0.028080419,0.032150721,0.023036994,0.007082991,0.011161238,0.00743529,0.051117413,0.039233712
LVA,69T82,0.14036693,0.10502589,0.115156118,0.023137816,0.064820991,0.027632037,0.255523048,0.128163706
LVA,86T88,0.000464989,0.000248993,0.000381474,5.49E-05,0.000300979,0.000112345,0.000846463,0.000303893
LVA,90T96,0.001765589,0.001465337,0.001448478,0.000322822,0.000796458,0.000466877,0.003214067,0.001788159
LVA,97T98,0,0,0,0,0,0,0,0
MAR,9,0,7.31E-07,0,1.61E-07,0,0,0,0.000000892
MAR,16,0.001779684,0.00147629,0.001460041,0.000325235,0.000721196,0.001346931,0.003239725,0.001801525
MAR,19,0.004737251,0.001159233,0.00388641,0.000255386,0.000833844,0.003958377,0.008623661,0.001414619
MAR,22,0.191085836,0.25569853,0.156765579,0.056331876,0.029103439,0.033848563,0.347851415,0.312030406
MAR,23,0.03467966,0.042737161,0.028450967,0.009415246,0.017475937,0.069541682,0.063130627,0.052152407
MAR,24,0.653309143,3.868747442,0.535970578,0.852307605,0.431825806,1.156467359,1.189279721,4.721055047
MAR,25,0.077215935,0.252837529,0.063347452,0.055701581,0.032850718,0.07929114,0.140563387,0.30853911
MAR,26,61.23446835,8.790312363,50.23636015,1.936557037,3.160333215,0.392591848,111.4708285,10.7268694
MAR,27,1.889790859,5.42529448,1.550372148,1.195223988,0.237276076,0.766441229,3.440163007,6.620518468
MAR,28,0.012118539,0.009126712,0.00994197,0.002010668,0.004524985,0.030871976,0.022060509,0.01113738
MAR,29,0.02592538,0.020894553,0.021269014,0.004603192,0.005013999,0.00452038,0.047194394,0.025497745
MAR,30,0.005837697,0.001977586,0.004789209,0.000435674,0.000926692,0.000270097,0.010626906,0.00241326
MAR,61,0.078876363,0.054739599,0.064709656,0.012059453,0.003723943,0.00149602,0.143586019,0.066799052
MAR,68,0.001553648,0.001761433,0.001274603,0.000388054,0.004635718,0.000517604,0.002828251,0.002149487
MAR,84,0.005473671,0.004851008,0.004490564,0.001068705,0.001873289,0.001432183,0.009964235,0.005919713
MAR,85,0.075018153,0.014410772,0.061544405,0.003174777,0.004748845,0.001807904,0.136562558,0.017585549
MAR,01T03,0.018629915,0.031099112,0.015283861,0.006851316,0.047311104,0.038353908,0.033913776,0.037950428
MAR,05T06,0,0,0,0,0,0,0,0
MAR,07T08,0.059344001,0.35278416,0.048685433,0.077720406,0.041500767,0.062277443,0.108029434,0.430504566
MAR,10T12,0.126989632,0.047967295,0.104181469,0.010567475,0.026684355,0.020032959,0.231171101,0.05853477
MAR,13T15,0.306492202,0.317294703,0.251444212,0.069901872,0.035927834,0.015930031,0.557936414,0.387196575
MAR,17T18,0.328191969,0.072717398,0.26924656,0.016020067,0.020511627,0.006208261,0.597438529,0.088737465
MAR,20T21,0.926127389,0.782271975,0.759788895,0.172339075,1.097340129,0.881495876,1.685916284,0.95461105
MAR,31T33,0.019717974,0.021927249,0.016176498,0.004830701,0.002189241,0.001234949,0.035894472,0.02675795
MAR,35T39,0.000951152,0.001258771,0.000780319,0.000277315,0.000459948,0.000273567,0.001731471,0.001536086
MAR,41T43,0.03789018,0.013873145,0.031084858,0.003056335,0.002998453,0.002333919,0.068975038,0.01692948
MAR,45T47,8.536393772,1.94511209,7.003202012,0.428519528,0.603784021,0.315882036,15.53959578,2.373631618
MAR,49T53,2.361309135,2.098528296,1.937202679,0.462318012,0.415705089,0.226355477,4.298511814,2.560846308
