COUNTRY,INDUSTRY,CN1_26,CN1_27,CN2_26,CN2_27,USA_26,USA_27,CHN_26,CHN_27
CZE,45T47,11.32993311,7.65195215,9.295003538,1.685769648,2.189900157,2.452132795,20.62493665,9.337721798
CZE,49T53,3.481657966,3.509498356,2.856329583,0.773162938,0.374820863,0.303131031,6.337987549,4.282661294
CZE,55T56,0.12001786,0.097319132,0.098461873,0.021439972,0.019918927,0.02023163,0.218479733,0.118759104
CZE,58T60,0.250453892,0.172238817,0.205470746,0.037945215,0.006404383,0.005285914,0.455924638,0.210184032
CZE,62T63,0.449123375,0.159261919,0.3684579,0.035086329,0.268415713,0.085346317,0.817581275,0.194348248
CZE,64T66,0.065473444,0.067428497,0.053713988,0.014854891,0.039153597,0.046900915,0.119187432,0.082283388
CZE,69T82,2.055696847,0.993675605,1.686480343,0.218912526,1.503060574,0.64246163,3.74217719,1.212588131
CZE,86T88,0.038808921,0.031876643,0.031838586,0.00702261,0.01276308,0.007917431,0.070647507,0.038899253
CZE,90T96,0.059767505,0.031512718,0.049032873,0.006942435,0.014381404,0.008616034,0.108800378,0.038455153
CZE,97T98,0,0,0,0,0,0,0,0
DEU,9,0,6.22E-05,0,1.37E-05,0,0,0,0.0000759
DEU,16,3.428294037,5.253763537,2.812550163,1.157434722,0.340350272,0.467255514,6.2408442,6.411198259
DEU,19,6.506442565,5.432052277,5.337843225,1.19671277,1.240232027,1.80560233,11.84428579,6.628765047
DEU,22,76.04089217,116.9302608,62.38345409,25.76041783,8.041735627,9.845819972,138.4243463,142.6906786
DEU,23,19.64721941,16.46408708,16.11845121,3.627134323,2.459745064,7.443067322,35.76567062,20.0912214
DEU,24,71.67372873,380.1926236,58.80066156,83.75865044,79.93366875,206.3943686,130.4743903,463.951274
DEU,25,53.30586001,94.58841994,43.73178136,20.8383801,44.19342558,66.7672311,97.03764137,115.4268
DEU,26,2558.763154,401.2519868,2099.192674,88.39815087,314.3011067,44.27320898,4657.955828,489.6501377
DEU,27,544.1698201,1009.553185,446.4333863,222.4104496,68.07063072,119.0435648,990.6032064,1231.963635
DEU,28,209.0131576,272.6557874,171.4730371,60.06765879,33.34831821,176.6528694,380.4861947,332.7234462
DEU,29,93.45106954,186.940585,76.66665054,41.18410022,21.56247029,26.57620174,170.1177201,228.1246852
DEU,30,48.26110944,13.9855163,39.59310075,3.081090737,6.333027751,2.121447752,87.85421019,17.06660704
DEU,61,0.995589331,0.714916594,0.816775021,0.157500292,0.069487616,0.035179328,1.812364352,0.872416886
DEU,68,0.114040699,0.128631525,0.093558249,0.028338274,0.169793838,0.019061019,0.207598948,0.156969799
DEU,84,0.226391964,0.157559017,0.185730497,0.03471117,0.193229313,0.060582706,0.412122461,0.192270187
DEU,85,4.355890031,3.044660132,3.573543892,0.670756369,3.885953414,1.220817751,7.929433923,3.715416501
DEU,01T03,0.316436334,0.424905253,0.259602313,0.093609103,0.093546015,0.056582528,0.576038647,0.518514356
DEU,05T06,0.11266862,0.06507849,0.092432604,0.01433717,0.023279565,0.023454336,0.205101224,0.07941566
DEU,07T08,0.373142588,0.786673871,0.306123756,0.173308838,0.193080513,0.3811035,0.679266344,0.959982709
DEU,10T12,14.4318274,5.422931021,11.83977747,1.194703304,2.079546226,1.076238748,26.27160487,6.617634325
DEU,13T15,3.461153409,3.095951312,2.839507778,0.682056115,0.550746968,0.38496108,6.300661187,3.778007427
DEU,17T18,8.473699697,8.809756198,6.9517682,1.940840627,2.628799412,4.457561035,15.4254679,10.75059683
DEU,20T21,105.3191938,141.6225796,86.40318257,31.20027955,38.54421083,30.60376501,191.7223764,172.8228592
DEU,31T33,42.91613267,26.28354596,35.20811652,5.790418335,5.948135514,3.405688682,78.12424919,32.0739643
DEU,35T39,6.481060435,16.03529738,5.31701989,3.532669454,1.57101648,2.79437187,11.79808033,19.56796683
DEU,41T43,8.567757152,10.2592156,7.028932324,2.260164979,1.290374098,1.949427594,15.59668948,12.51938058
DEU,45T47,670.3385611,292.8161595,549.941402,64.50910623,93.88218568,59.16998278,1220.279963,357.3252657
DEU,49T53,102.6345343,66.56685192,84.20070535,14.66506538,17.27443467,12.1360635,186.8352397,81.2319173
DEU,55T56,0.838166613,0.408780252,0.687626446,0.090056671,0.112830549,0.058450576,1.525793059,0.498836923
DEU,58T60,6.006732982,2.549066973,4.927884728,0.561574308,0.471322248,0.129669764,10.93461771,3.110641281
DEU,62T63,68.84906086,14.23652007,56.48332239,3.136388331,10.7720093,2.010335829,125.3323833,17.3729084
DEU,64T66,4.558846827,4.824397268,3.740048329,1.062842831,1.22173687,1.525555456,8.298895156,5.887240099
DEU,69T82,56.19371362,41.73738077,46.10095771,9.194988196,60.26794582,24.86014979,102.2946713,50.93236897
DEU,86T88,2.898144936,0.794752318,2.377619283,0.175088567,0.857140105,0.218671508,5.275764219,0.969840885
DEU,90T96,2.668686521,1.325601087,2.18937309,0.292037644,0.431332452,0.206837605,4.858059611,1.617638731
DEU,97T98,0,0,0,0,0,0,0,0
DNK,9,0,2.81E-06,0,6.18E-07,0,0,0,0.000003428
DNK,16,0.182103524,0.323210958,0.149396549,0.071205257,0.032740731,0.041335001,0.331500073,0.394416215
DNK,19,0.000406397,0.000742962,0.000333405,0.000163679,0.003972923,0.030684621,0.000739802,0.000906641
DNK,22,2.358407563,2.709071184,1.934822248,0.596824168,0.55362043,0.420098412,4.293229811,3.305895352
DNK,23,0.538897734,0.541499563,0.442108201,0.119295509,0.119714485,0.442192082,0.981005935,0.660795072
DNK,24,0.744641775,3.188615837,0.610899276,0.70247065,0.304421594,0.644105507,1.355541051,3.891086487
DNK,25,1.788516026,3.98481961,1.467286933,0.87787898,1.807886182,2.828769976,3.255802959,4.86269859
DNK,26,90.28880023,14.16885186,74.07234533,3.12148063,27.48767335,3.948556264,164.3611456,17.29033249
DNK,27,5.79822726,17.25138608,4.756827988,3.80058088,2.535650425,7.648663359,10.55505525,21.05196696
DNK,28,15.63743902,15.52051662,12.82885341,3.419260253,4.607321553,12.38367211,28.46629243,18.93977687
DNK,29,0.069694618,0.127024553,0.057177012,0.027984249,0.025708578,0.031130728,0.12687163,0.155008802
DNK,30,0.098814189,0.039151044,0.081066519,0.008625203,0.035805785,0.018953674,0.179880708,0.047776247
DNK,61,0.031875271,0.031936249,0.026150265,0.007035742,0.011235147,0.017000129,0.058025536,0.038971991
DNK,68,0.004951517,0.005545215,0.004062192,0.001221643,0.005876981,0.005574987,0.009013709,0.006766858
DNK,84,0.016241949,0.011278074,0.01332479,0.002484625,0.026825323,0.008392704,0.029566739,0.013762699
DNK,85,0.094169119,0.066283135,0.077255733,0.014602561,0.165722075,0.052460454,0.171424852,0.080885696
DNK,01T03,0.089229719,0.266652752,0.073203482,0.058745155,0.014684609,0.020478743,0.162433201,0.325397907
DNK,05T06,0.000146041,0.00015822,0.000119811,3.49E-05,7.65E-05,3.18E-05,0.000265852,0.00019312
DNK,07T08,0.003294962,0.005968043,0.002703165,0.001314795,0.001059825,0.002476095,0.005998127,0.007282838
DNK,10T12,0.150669822,0.241473546,0.123608544,0.053198029,0.071021885,0.06253359,0.274278366,0.294671575
DNK,13T15,0.086383762,0.102912438,0.070868677,0.02267221,0.009819147,0.01073392,0.157252439,0.125584648
DNK,17T18,0.411181776,0.282025789,0.337330858,0.062131925,0.115540663,0.091009773,0.748512634,0.344157714
DNK,20T21,8.080809715,4.693681224,6.62944381,1.034045325,3.617886249,1.615480106,14.71025353,5.727726549
DNK,31T33,3.033657286,1.927713266,2.488792736,0.424686466,0.88013021,0.41934474,5.522450022,2.352399732
DNK,35T39,0.008523791,0.039192113,0.006992863,0.008634251,0.006089936,0.012211038,0.015516654,0.047826364
DNK,41T43,0.079496711,0.123355385,0.065218585,0.02717591,0.005742372,0.031783694,0.144715296,0.150531295
DNK,45T47,29.48937509,13.39188865,24.19289181,2.950311108,9.424259017,6.061070317,53.6822669,16.34219976
DNK,49T53,17.66545863,17.74733731,14.49262753,3.909841826,2.390724755,1.5259967,32.15808616,21.65717914
DNK,55T56,0.005389832,0.005344724,0.004421783,0.001177474,0.000627973,0.001183324,0.009811615,0.006522198
DNK,58T60,0.609937433,0.205932588,0.500388709,0.045368149,0.166176439,0.04262017,1.110326142,0.251300737
DNK,62T63,0.167428637,0.120610027,0.137357366,0.026571092,0.164614682,0.064581472,0.304786003,0.147181119
DNK,64T66,0.299141115,0.33654778,0.245413428,0.074143437,0.047834088,0.040474888,0.544554543,0.410691217
DNK,69T82,1.319973037,1.132907957,1.082897307,0.249586225,2.294566066,0.914155598,2.402870344,1.382494182
DNK,86T88,0.004497682,0.003123631,0.003689869,0.000688154,0.00791427,0.002513364,0.008187551,0.003811785
DNK,90T96,0.011823422,0.010075146,0.009699859,0.002219613,0.012570825,0.005069331,0.021523281,0.012294759
DNK,97T98,0,0,0,0,0,0,0,0
ESP,9,0,1.35E-05,0,2.97E-06,0,0,0,0.00001647
ESP,16,0.329661971,0.598819541,0.27045254,0.131923434,0.09746762,0.181009114,0.600114511,0.730742975
ESP,19,0.750313737,1.358617224,0.615552517,0.299311291,0.65795306,3.086400881,1.365866254,1.657928515
ESP,22,4.973593276,7.861535027,4.080303622,1.731941977,1.155261025,1.478065259,9.053896898,9.593477004
ESP,23,1.758254099,1.526284362,1.442460244,0.336249339,0.949015406,4.077435995,3.200714343,1.862533701
ESP,24,8.574279004,48.86525317,7.034282809,10.76530002,4.986210999,11.84659661,15.60856181,59.63055319
ESP,25,3.799537662,7.6562173,3.117116022,1.686709285,8.078095247,12.93214865,6.916653684,9.342926585
ESP,26,65.19517494,11.06734847,53.48569811,2.43820136,13.99354827,2.254306502,118.6808731,13.50554983
ESP,27,15.70661768,49.66916914,12.88560714,10.94240739,4.221503111,12.88168704,28.59222482,60.61157653
ESP,28,5.241713132,8.898068417,4.300267411,1.960296323,1.963587304,12.20665272,9.541980543,10.85836474
ESP,29,2.503871968,5.027919672,2.054160301,1.107680002,1.179217024,1.727316249,4.558032269,6.135599674
ESP,30,0.588549489,0.335821742,0.482842179,0.073983487,0.271817381,0.26118856,1.071391668,0.409805229
ESP,61,0.439517312,0.350114524,0.360577149,0.07713227,0.257218626,0.146075048,0.800094461,0.427246794
ESP,68,0.037698334,0.034994791,0.030927468,0.007709556,0.187141723,0.070996,0.068625802,0.042704347
ESP,84,0.39279163,0.350201511,0.322243702,0.077151434,0.468911839,0.208676462,0.715035332,0.427352945
ESP,85,0.330561654,0.235080935,0.271190634,0.0517897,0.400345556,0.134090085,0.601752288,0.286870635
ESP,01T03,0.087510036,0.092622931,0.071792665,0.020405371,0.022977154,0.024817078,0.159302701,0.113028302
ESP,05T06,0.001009055,0.0015695,0.000827822,0.00034577,0.001060533,0.0051767,0.001836877,0.00191527
ESP,07T08,0.303820748,2.033742824,0.249252569,0.448045395,0.033825892,0.078014675,0.553073317,2.481788219
ESP,10T12,1.072595768,0.991637781,0.879950602,0.218463582,0.307632932,0.350413924,1.95254637,1.210101363
ESP,13T15,1.249753406,1.21628882,1.025289578,0.267955515,0.69803367,0.327714635,2.275042984,1.484244335
ESP,17T18,4.586077968,3.868809526,3.762388581,0.852321283,0.855814272,0.759618528,8.348466549,4.721130809
ESP,20T21,10.94087332,18.04900657,8.975821415,3.976301324,5.218106425,4.525448615,19.91669474,22.02530789
ESP,31T33,5.5564752,2.878896383,4.558496168,0.634237649,1.467984942,1.002898569,10.11497137,3.513134032
ESP,35T39,0.445400416,0.779154498,0.365403608,0.171652276,0.187291486,0.257819701,0.810804024,0.950806774
ESP,41T43,0.592146635,0.336526275,0.485793254,0.074138699,0.204347415,0.275215838,1.077939889,0.410664974
ESP,45T47,33.49099408,22.52349741,27.47579404,4.962057727,9.568559091,10.06617204,60.96678812,27.48555514
ESP,49T53,6.252372376,5.802280432,5.129405692,1.27827619,2.245955934,1.453928774,11.38177807,7.080556622
ESP,55T56,0.130142259,0.102108772,0.106767864,0.022495158,0.046654944,0.038404871,0.236910123,0.12460393
ESP,58T60,0.409740189,0.257911248,0.33614819,0.056819351,0.392425481,0.162298703,0.745888379,0.314730599
ESP,62T63,4.28750316,1.87028746,3.517439747,0.412035226,2.011407823,0.574151974,7.804942907,2.282322686
ESP,64T66,1.254512018,1.434983483,1.029193512,0.316135223,0.381718456,0.432582236,2.28370553,1.751118706
ESP,69T82,7.640764338,4.442314806,6.268433441,0.978667838,9.696736887,3.898940673,13.90919778,5.420982644
ESP,86T88,0.068932055,0.052003335,0.05655141,0.011456638,0.037185021,0.025541979,0.125483465,0.063459973
ESP,90T96,0.226181511,0.076563467,0.185557842,0.016867378,0.07080245,0.032830394,0.411739353,0.093430845
ESP,97T98,0,0,0,0,0,0,0,0
EST,9,0,6.69E-08,0,1.47E-08,0,0,0,8.16E-08
EST,16,0.301706206,0.618280403,0.247517812,0.136210776,0.029959344,0.048168454,0.549224018,0.754491179
EST,19,0.000580674,0.00077554,0.000476381,0.000170856,0.000579153,0.001285862,0.001057055,0.000946396
EST,22,0.360388684,0.614400103,0.295660536,0.135355923,0.01039375,0.012093925,0.65604922,0.749756026
EST,23,0.021040671,0.024553743,0.01726163,0.005409333,0.008075851,0.034203939,0.038302301,0.029963076
EST,24,0.046695288,0.2715842,0.038308511,0.059831582,0.055951634,0.147764246,0.085003799,0.331415782
EST,25,0.171947819,0.472894199,0.141064874,0.104181348,0.220975602,0.379013617,0.313012693,0.577075547
EST,26,14.64602628,2.864118124,12.01550485,0.630981912,11.37682571,1.626365005,26.66153113,3.495100036
EST,27,0.863205102,3.034338692,0.70816786,0.668482496,0.307249356,0.848890587,1.571372962,3.702821188
EST,28,0.230884288,0.416070092,0.189415971,0.091662666,0.030580238,0.151584344,0.420300259,0.507732758
EST,29,0.022424757,0.06157702,0.018397125,0.013565776,0.012635432,0.019043548,0.040821882,0.075142796
EST,30,0.000406167,0.000881547,0.000333217,0.00019421,0.00060535,0.000917177,0.000739384,0.001075757
EST,61,0.008575468,0.006433857,0.007035258,0.001417416,0.006059939,0.002408715,0.015610726,0.007851273
EST,68,0.003966492,0.009975978,0.003254084,0.002197766,0.004883507,0.003647648,0.007220576,0.012173744
EST,84,0.002939467,0.002720788,0.00241152,0.000599405,0.004563333,0.001929816,0.005350987,0.003320193
EST,85,0.001047168,0.000701674,0.00085909,0.000154583,0.000864925,0.000290615,0.001906258,0.000856257
EST,01T03,0.009575665,0.024164882,0.007855814,0.005323664,0.002387695,0.001622885,0.017431479,0.029488546
EST,05T06,0.003986631,0.007565084,0.003270607,0.001666632,0.001377993,0.002862316,0.007257238,0.009231716
EST,07T08,0.001362046,0.00264635,0.001117413,0.000583006,0.00081902,0.001282933,0.002479459,0.003229356
EST,10T12,0.011654244,0.009350081,0.009561066,0.002059877,0.008242896,0.003761199,0.02121531,0.011409958
EST,13T15,0.014892328,0.023373489,0.012217569,0.005149316,0.00280706,0.002444239,0.027109897,0.028522805
EST,17T18,0.036005536,0.055635286,0.029538708,0.012256778,0.002166052,0.003324974,0.065544244,0.067892064
EST,20T21,0.063661704,0.163733849,0.052227649,0.036071521,0.092842106,0.104295923,0.115889353,0.19980537
EST,31T33,0.138773401,0.127178137,0.113848797,0.028018085,0.059960216,0.024570593,0.252622198,0.155196222
EST,35T39,0.013078642,0.051507437,0.010729633,0.011347388,0.014465758,0.027264995,0.023808275,0.062854825
EST,41T43,0.015527297,0.018842227,0.012738493,0.004151053,0.011743105,0.009626154,0.02826579,0.02299328
EST,45T47,0.828362464,0.50034536,0.679583185,0.110228998,0.58199659,0.20567062,1.507945649,0.610574358
EST,49T53,0.399632245,0.400947786,0.327855698,0.088331134,0.337565901,0.157554682,0.727487943,0.48927892
EST,55T56,0.002158194,0.001986473,0.001770568,0.000437632,0.001648054,0.000790127,0.003928762,0.002424105
EST,58T60,0.027283489,0.021929495,0.022383197,0.004831196,0.000752016,0.000590814,0.049666686,0.026760691
EST,62T63,0.046305445,0.037872153,0.037988686,0.008343456,0.175448512,0.055029219,0.084294131,0.046215609
EST,64T66,0.005233421,0.004938683,0.004293464,0.001088021,0.00968482,0.004985992,0.009526885,0.006026704
EST,69T82,0.109704997,0.079465671,0.090001267,0.01750675,0.301596328,0.128212402,0.199706264,0.096972421
EST,86T88,0.000583481,0.000421569,0.000478684,9.29E-05,0.000729861,0.000309323,0.001062165,0.000514469
EST,90T96,0.001704698,0.00138395,0.001398523,0.000304892,0.001986267,0.000830365,0.003103221,0.001688842
EST,97T98,0,0,0,0,0,0,0,0
FIN,9,0,1.50E-06,0,3.31E-07,0,0,0,0.000001831
FIN,16,2.295645826,4.679746868,1.883332927,1.030975505,0.03632657,0.04733763,4.178978753,5.710722373
FIN,19,0.030363877,0.048787465,0.024910327,0.010748163,0.044605643,0.272819046,0.055274204,0.059535628
FIN,22,2.27165407,2.746873498,1.863650246,0.605152238,0.376928771,0.374015854,4.135304316,3.352025736
FIN,23,0.38141263,0.409553656,0.312908445,0.090227057,0.110636453,0.381743363,0.694321075,0.499780713
FIN,24,3.262159512,17.35064996,2.676254477,3.822449292,7.106273708,18.45628227,5.938413989,21.17309925
FIN,25,3.035403391,4.881787016,2.490225229,1.075486127,1.529944585,2.508685478,5.52562862,5.957273143
FIN,26,81.77033711,14.81699894,67.08385351,3.264271207,17.52202268,2.84722679,148.8541906,18.08127015
FIN,27,12.17554872,40.17359013,9.988741093,8.850476006,2.259364938,6.535719113,22.16428981,49.02406614
FIN,28,8.325160761,16.98529683,6.829907821,3.741959869,1.915731978,9.430470021,15.15506858,20.7272567
FIN,29,0.275642629,0.875658572,0.226135423,0.192912686,0.054554073,0.216664186,0.501778052,1.068571258
FIN,30,0.077354242,0.098574723,0.063460918,0.021716586,0.029157781,0.041449566,0.14081516,0.120291309
FIN,61,0.037072935,0.031014673,0.030414395,0.006832713,0.009593506,0.005691266,0.06748733,0.037847386
FIN,68,0.023439735,0.021557899,0.019229806,0.004749331,0.02178621,0.006120419,0.042669541,0.02630723
FIN,84,0.049689786,0.035265152,0.040765178,0.007769118,0.043905644,0.016776197,0.090454964,0.04303427
FIN,85,0.257526878,0.180096968,0.211273378,0.039676411,0.202803907,0.064012225,0.468800256,0.219773379
FIN,01T03,0.120280368,0.112204836,0.098677233,0.024719379,0.097370455,0.05685822,0.218957601,0.136924215
FIN,05T06,0.000281068,0.000323203,0.000230586,7.12E-05,5.97E-05,5.15E-05,0.000511654,0.000394403
FIN,07T08,0.046343349,0.20348476,0.038019782,0.044828878,0.020896768,0.050894542,0.084363131,0.248313638
FIN,10T12,0.143800832,0.135680906,0.117973269,0.029891294,0.067772885,0.056136978,0.261774101,0.1655722
FIN,13T15,0.082765497,0.103022406,0.067900276,0.022696436,0.008203565,0.00965177,0.150665773,0.125718842
FIN,17T18,11.39002027,16.14236127,9.344298657,3.556256253,2.175989562,3.799007997,20.73431893,19.69861752
FIN,20T21,3.53028318,4.951368145,2.896221394,1.090815255,1.992626027,1.82702196,6.426504574,6.0421834
FIN,31T33,2.059295284,0.759618475,1.689432477,0.167348377,0.421737784,0.139034929,3.748727761,0.926966852
FIN,35T39,0.438424196,0.991449105,0.359680363,0.218422015,0.184754634,0.353859696,0.798104559,1.20987112
FIN,41T43,0.008000327,0.005441796,0.006563416,0.001198859,0.004247345,0.002543829,0.014563743,0.006640655
FIN,45T47,10.59743272,8.979590283,8.694064979,1.978256065,2.489574058,2.17357059,19.2914977,10.95784635
FIN,49T53,4.660049046,4.019022753,3.823073973,0.885414132,0.349223451,0.278592861,8.483123019,4.904436885
FIN,55T56,0.00939093,0.007339976,0.007704258,0.001617039,0.008250252,0.003430616,0.017095188,0.008957015
FIN,58T60,1.02143864,0.513610281,0.837981627,0.113151338,0.272540453,0.138498362,1.859420267,0.626761619
FIN,62T63,2.170499767,1.49173545,1.780663912,0.328638012,0.505244237,0.200198267,3.951163679,1.820373462
FIN,64T66,0.123822891,0.131957425,0.101583496,0.02907099,0.013443503,0.009668684,0.225406387,0.161028415
FIN,69T82,2.445932054,1.757288459,2.006626772,0.387140888,2.249952588,0.935148604,4.452558826,2.144429347
FIN,86T88,0.00294097,0.002120259,0.002412753,0.000467105,0.002059293,0.000877724,0.005353723,0.002587364
FIN,90T96,0.105690938,0.083727567,0.086708159,0.018445671,0.046821899,0.027975218,0.192399097,0.102173238
FIN,97T98,0,0,0,0,0,0,0,0
FRA,9,0,1.29E-05,0,2.85E-06,0,0,0,0.00001575
FRA,16,0.599043139,1.239956768,0.491451101,0.273169702,0.153152465,0.358469922,1.09049424,1.51312647
FRA,19,0.186708076,0.427247406,0.153174093,0.094125093,0.172377225,1.417451338,0.339882169,0.521372499
FRA,22,12.63432182,21.59920056,10.36511557,4.758429747,1.994738601,2.556408918,22.99943739,26.35763031
FRA,23,3.431299475,3.122735676,2.815015805,0.687956866,0.581120505,3.028627961,6.24631528,3.810692542
FRA,24,18.57206298,104.3937015,15.23639985,22.99854076,29.43874768,76.19260315,33.80846283,127.3922423
FRA,25,6.828679622,14.75691259,5.602204413,3.251033835,9.302584447,14.0365142,12.43088404,18.00794643
FRA,26,661.2333066,94.70507908,542.4715104,20.86408079,130.574905,16.09005069,1203.704817,115.5691599
FRA,27,48.65093175,193.0774841,39.91290845,42.53609485,10.87388052,39.71778881,88.5638402,235.613579
FRA,28,15.35917364,28.70350569,12.6005663,6.323549564,5.006731085,41.78870403,27.95973994,35.02705525
FRA,29,0.927815113,4.422059152,0.761173493,0.9742054,0.195976917,0.172242117,1.688988606,5.396264552
FRA,30,11.31649305,4.37678493,9.283977406,0.964231224,0.803670031,0.184312901,20.60047046,5.341016154
FRA,61,0.098412968,0.076013926,0.08073736,0.016746311,0.005236975,0.001817941,0.179150328,0.092760237
FRA,68,0.172058971,0.195070156,0.141156063,0.042975092,0.122401479,0.013666821,0.313215034,0.238045248
FRA,84,2.272180457,1.198753854,1.86408209,0.264092459,0.613744064,0.902233982,4.136262547,1.462846313
FRA,85,0.108483877,0.121511899,0.088999468,0.026769779,0.031758467,0.025831434,0.197483345,0.148281678
FRA,01T03,0.192542499,0.639822205,0.157960616,0.14095656,0.005301364,0.006357452,0.350503115,0.780778765
FRA,05T06,0.001222852,0.002211743,0.00100322,0.00048726,0.000665787,0.000808917,0.002226072,0.002699003
FRA,07T08,0.010952102,0.039335421,0.008985033,0.008665823,0.004565507,0.006932362,0.019937135,0.048001244
FRA,10T12,0.527732981,1.372161442,0.43294871,0.302295161,0.063219597,0.071312941,0.960681691,1.674456603
FRA,13T15,1.830237578,2.436401803,1.501515023,0.536753515,0.470579983,0.17597423,3.331752601,2.973155318
FRA,17T18,2.663611865,4.088438224,2.185209875,0.900706765,0.698046287,1.381696364,4.84882174,4.989144989
FRA,20T21,35.08187462,62.92413255,28.7809421,13.86255307,18.66289936,15.08019633,63.86281672,76.78668562
FRA,31T33,4.532927852,5.037112337,3.718784571,1.1097052,0.794990914,0.341492211,8.251712423,6.146817537
FRA,35T39,0,0,0,0,0,0,0,0
FRA,41T43,0,0,0,0,0,0,0,0
FRA,45T47,215.0702592,105.8217874,176.4422439,23.31315641,49.38940974,36.65695,391.5125031,129.1349438
FRA,49T53,61.56677532,48.0820284,50.50898263,10.59275104,9.576594684,7.088093477,112.075758,58.67477944
FRA,55T56,0,0,0,0,0,0,0,0
FRA,58T60,0.725423452,0.514328069,0.595132689,0.113309471,0.000444494,5.49E-05,1.320556141,0.62763754
FRA,62T63,1.052116362,0.694696773,0.86314943,0.153045747,1.145316287,0.339872104,1.915265792,0.84774252
FRA,64T66,1.491291538,1.730949793,1.223445893,0.381338326,0.150839764,0.177681173,2.714737431,2.112288119
FRA,69T82,34.8085832,25.33177222,28.55673559,5.580737034,16.36622798,7.055863113,63.36531879,30.91250925
FRA,86T88,2.079119166,1.043192639,1.705695861,0.229821417,0.43623529,0.268512705,3.784815027,1.273014056
FRA,90T96,0.056080347,0.046516168,0.046007952,0.010247783,0.020504116,0.010830623,0.102088299,0.056763951
FRA,97T98,0,0,0,0,0,0,0,0
GBR,9,0,3.65E-05,0,8.04E-06,0,0,0,0.00004454
GBR,16,0.357034282,0.468747283,0.292908606,0.103267758,0.126412237,0.147945241,0.649942888,0.572015041
GBR,19,0.07718551,0.145883321,0.063322491,0.032138946,0.293539179,2.335421488,0.140508001,0.178022267
GBR,22,15.06439519,21.74093354,12.35873198,4.789654349,3.727632906,4.509572174,27.42312717,26.53058789
GBR,23,3.19517229,2.437190459,2.621298596,0.53692726,1.06858645,2.855115944,5.816470886,2.974117719
GBR,24,17.95196598,87.3721317,14.7276763,19.24858975,18.56454863,45.31519233,32.67964228,106.6207215
GBR,25,12.59357225,14.98331289,10.33168488,3.300911139,16.90546668,24.89495734,22.92525713,18.28422403
GBR,26,436.7769893,68.59770526,358.3290054,15.1124742,126.8223482,19.82814038,795.1059947,83.71017946
GBR,27,39.39255962,60.07864684,32.31740008,13.23567599,16.40341709,34.26945822,71.7099597,73.31432283
GBR,28,27.60260233,25.20757881,22.64499569,5.553376502,11.78084182,51.71540613,50.24759802,30.76095531
GBR,29,13.70577496,33.11152814,11.24412876,7.294662598,4.637048373,6.653313057,24.94990372,40.40619074
GBR,30,5.456798106,2.489246056,4.476721727,0.548395412,2.623351412,2.033171598,9.933519833,3.037641468
GBR,61,1.099797306,0.770954531,0.902266567,0.169845776,0.388270195,0.151715492,2.002063873,0.940800307
GBR,68,0.179733984,0.171898111,0.147452593,0.037870155,0.572269869,0.123556646,0.327186577,0.209768266
GBR,84,0.19137191,0.133780526,0.157000272,0.029472629,0.461445271,0.144975122,0.348372182,0.163253155
GBR,85,0.845756078,0.588733735,0.693852793,0.129701473,1.989426097,0.627061696,1.539608871,0.718435208
GBR,01T03,0.575413161,0.312152614,0.472065221,0.06876904,0.234454266,0.177941714,1.047478382,0.380921654
GBR,05T06,0.507205222,1.195054134,0.41610787,0.26327739,0.113126957,0.095787881,0.923313092,1.458331524
GBR,07T08,0.140780947,0.129723888,0.115495775,0.028578929,0.075369781,0.10358014,0.256276722,0.158302817
GBR,10T12,3.105415595,2.429555521,2.547662786,0.535245239,2.134190333,1.693489458,5.653078381,2.96480076
GBR,13T15,1.206096602,1.435193444,0.98947382,0.316181479,0.382969361,0.309656194,2.195570422,1.751374923
GBR,17T18,8.488138411,10.89747334,6.963613626,2.400776878,1.312475446,1.455682759,15.45175204,13.29825022
GBR,20T21,24.33907593,29.27291373,19.96761982,6.448993474,30.00254311,23.34492007,44.30669575,35.7219072
GBR,31T33,96.90789605,18.27736444,79.50260855,4.026609892,28.97333366,5.924214366,176.4105046,22.30397433
GBR,35T39,0.600973344,0.409954319,0.493034629,0.090315325,0.637080114,0.31063743,1.094007973,0.500269644
GBR,41T43,0.179325814,0.100014254,0.147117733,0.022033723,0.185005288,0.086698749,0.326443547,0.122047977
GBR,45T47,155.1491441,82.17119514,127.2833502,18.10279312,59.1989283,43.36646042,282.4324943,100.2739883
GBR,49T53,24.4267394,19.45190281,20.03953836,4.28536754,9.112691004,5.743840507,44.46627776,23.73727035
GBR,55T56,0.205016087,0.107500047,0.168193867,0.023682887,0.094629318,0.049942259,0.373209954,0.131182934
GBR,58T60,3.303204628,2.626383815,2.709927624,0.578607659,2.608901004,0.999392031,6.013132252,3.204991474
GBR,62T63,3.363456551,2.349116312,2.759357911,0.517524012,4.115759281,1.380382242,6.122814462,2.866640324
GBR,64T66,9.874939822,11.25122159,8.101336498,2.47870968,10.41091427,9.208849801,17.97627632,13.72993127
GBR,69T82,26.06220137,22.28757961,21.38126074,4.910083663,53.3696351,20.49219866,47.44346211,27.19766327
GBR,86T88,0.151831844,0.105274317,0.124561858,0.023192545,0.354509048,0.11234033,0.276393702,0.128466862
GBR,90T96,0.764598951,0.906823749,0.627272014,0.199778556,0.683089109,0.260033888,1.391870965,1.106602305
GBR,97T98,0,0,0,0,0,0,0,0
